player_name,position,team,conf,games_played,game_min_%,pts_per_game,field_goal_% ,3_pt_%,Free_throw_%,offensive_rebound_per_game,defensive_ rebound_per_game,AST_per_game,stl_per_game,blk_per_game,offensive_rating,usage,classification,year
Francis Lacis,Stretch 4,Oral Roberts,Sum,26,53.8,4.069,45,0.268,0.5,6.3,11.8,10.8,2,3.8,98.8,13.1,Sr,2022
DeVante' Jones,Combo G,Michigan,B10,22,84.3,19.3462,52.7,0.333,0.865,5.1,17.4,16.8,4.2,0.7,116.5,24.7,Sr,2022
KJ Buffen,Wing F,UAB,CUSA,26,52.6,8.4231,51.9,0.389,0.684,9.2,14.3,13.1,2.3,3.2,107.3,20.7,Sr,2022
Franco Miller Jr.,Scoring PG,Florida Gulf Coast,ASun,13,35.5,5.7333,39.4,0.222,0.737,1.8,13.6,24.7,3,0.5,75.8,24.1,Jr,2022
Tykei Greene,Wing G,Stony Brook,AE,22,76.4,9.6957,50.8,0.303,0.542,7.5,16.6,6.1,1.3,0.5,97.2,18.4,Sr,2022
KC Hankton,Wing F,Chattanooga,SC,15,40,8.7333,49.1,0.273,0.833,3.9,21.6,5.7,2.6,1.4,111.2,16.7,Sr,2022
Brendan Adams,Combo G,George Washington,A10,16,34.7,4.5,38.1,0.289,0.724,2.8,9.3,12.7,1.7,0.3,98.4,14.8,Sr,2022
Josh Alexander,C,American,Pat,10,68.1,9.6,59.4,0,0.56,6.4,13.3,18.8,2.1,5,98.7,21.3,Sr,2022
Demarius Jacobs,Wing G,Ball St.,MAC,20,35,4.9,58.9,0.333,0.781,2,9.8,8,1.6,1.7,124.3,13.7,Sr,2022
Jonathan Tchamwa Tchatchoua,C,Baylor,B12,29,47.6,6.4138,57.6,0,0.773,11.7,18.2,3.6,1.5,3.7,119.8,15.7,Jr,2022
Fred Thatch Jr.,Wing G,Saint Louis,A10,20,40.4,5.35,45.4,0.313,0.824,12.2,13.4,10,2.9,1.1,117.6,17.1,Sr,2022
Javon Freeman-Liberty,Wing G,DePaul,BE,14,58.1,14.3571,46.1,0.293,0.74,6.7,11.1,18.2,2.7,0.5,97.4,26.1,Sr,2022
De'Torrion Ware,Wing G,Morgan St.,MEAC,19,64.1,17.0455,50,0.361,0.837,8.4,16.4,11.4,2.9,0.7,112.3,28.9,Sr,2022
Jahbril Price-Noel,Wing G,Wagner,NEC,17,45.9,4.1667,40.7,0.265,0.417,2.6,12.4,12.8,0.4,1.2,80.9,16.2,Sr,2022
Ajare Sanni,Combo G,UC Santa Barbara,BW,23,55.5,10.88,50,0.4,0.783,2.1,11.8,13.7,1.6,0,104.7,23.6,Jr,2022
Darryl Polk Jr.,Combo G,Pepperdine,WCC,20,32.2,3.9091,52.3,0.371,0.813,3.6,11.3,14.8,2.7,0.3,111.6,13.2,Sr,2022
A.J. Reeves,Wing G,Providence,BE,26,77.2,9.6154,46,0.32,0.846,2.3,10.6,10.3,1.9,0.3,99.4,17.2,Sr,2022
Jimmy Nichols Jr.,Wing F,VCU,A10,16,25.4,6.0625,60.7,0.409,0.857,5.4,10.6,8.5,2.2,3.1,109.9,17.5,Sr,2022
DeShaun Wade,Wing G,Longwood,BSth,23,55.1,11.2174,50,0.347,0.769,1.9,12.1,8,2.2,0.9,103.1,21.7,Sr,2022
Ian Krishnan,Wing G,Central Connecticut,NEC,17,49.9,8.8235,46.2,0.305,0.744,0.8,8.4,8,1.2,0.3,94.7,18.9,Sr,2022
Joe Kasperzyk,Combo G,Southeastern Louisiana,Slnd,24,57.3,9.9167,42.2,0.261,0.645,1.2,9,18.8,2.8,0.6,84.6,25,Sr,2022
Kani Acree,Wing G,Ball St.,MAC,23,48.7,3.6957,34.4,0.217,0.84,3.5,15.2,12.5,1.2,0.2,87.5,14.1,Jr,2022
Dibaji Walker,PF/C,Massachusetts,A10,12,23.3,2.0833,27.3,0.095,0.875,6.9,10.1,12,1.5,2.8,79.2,16.2,Sr,2022
Jayden Gardner,Wing F,Virginia,ACC,18,88.1,18.2632,46.3,0.5,0.738,6.5,21.5,10.2,0.9,0.6,99.8,26.7,Sr,2022
Gavin Baxter,PF/C,BYU,WCC,1,1.1,6.5,50,0,0,20.5,0,0,0,0,70.5,19.1,Sr,2022
Everette Hammond,Combo G,UMass Lowell,AE,22,76.6,13.0435,38.9,0.294,0.802,2.3,10.1,17,2,0.5,90.3,27.2,Sr,2022
Tolu Smith,C,Mississippi St.,SEC,30,68.9,12.5667,56.9,0,0.589,13,18.1,8,1.1,2.6,107.4,22,Jr,2022
Brendan Medley-Bacon,C,McNeese St.,Slnd,13,5.1,0.5385,22.2,0,0.5,4.6,14.6,3.2,0,4.2,52.7,16.2,Sr,2022
TJ Moss,Scoring PG,McNeese St.,Slnd,18,39.4,4.3333,41.4,0.317,0.786,1.5,5.8,21.9,2.9,0.3,84.7,16.9,Jr,2022
Xavier Pinson,Scoring PG,LSU,SEC,26,63.2,13.6154,46,0.336,0.837,1.9,10.1,24.5,2.4,0,97.1,30.5,Sr,2022
Torrence Watson,Wing G,Elon,CAA,22,15,1.8182,45.9,0.323,0.667,3.7,5.6,3.4,1.8,0.7,100.7,13.3,Sr,2022
Parker Braun,PF/C,Santa Clara,WCC,20,17.6,2.75,66.7,0.4,0.611,6.3,12,7.2,0.3,7.8,130.4,12.4,Jr,2022
Danya Kingsby,Combo G,Grambling St.,SWAC,19,35.9,3.9524,36.2,0.179,0.8,1.6,8.9,13.6,1.8,1.4,75,16.1,Sr,2022
Darius Days,Stretch 4,LSU,SEC,28,64.8,11.5714,62.9,0.4,0.703,10.2,20,4.3,2.2,1.2,128,17.6,Sr,2022
Kamaka Hepa,PF/C,Hawaii,BW,9,5.3,2.8889,72.2,0.5,0,4,12.8,3.5,1,3.6,121.1,16.5,Sr,2022
KJ Williams,PF/C,Murray St.,OVC,24,73.6,15.6154,59.6,0.413,0.693,11.3,23.8,7.4,2.2,2.2,111.3,25.6,Sr,2022
Diante Wood,Wing G,Tennessee Tech,OVC,5,12.7,12.4286,35.2,0.25,0.71,5.2,10.6,12.1,1.6,1,90.1,30.5,Jr,2022
Gio Nelson,Wing F,Portland St.,BSky,16,25.2,2.2105,53.7,0.357,0.778,5.5,14.9,5.5,1.6,0,94.4,12.1,Sr,2022
Austin Richie,Wing G,Florida Gulf Coast,ASun,21,44.3,6.6522,51.3,0.344,0.727,1,10.5,4.1,0.5,0.7,105.5,16.2,Sr,2022
Jalen Hodge,Wing G,James Madison,CAA,16,38.1,6.8889,59.6,0.389,0.684,1.2,11.5,9.5,2.6,1.5,117.2,17.5,Sr,2022
Michael Dunne,Wing G,Hartford,AE,23,23.4,3.0435,45.7,0.3,0.857,3.8,13.5,7.4,2.1,1.6,98.8,17.9,Sr,2022
Kobe Julien,PF/C,Louisiana Lafayette,SB,4,6.2,7,46.2,0.333,0.571,13.3,12.9,0,0.9,3.2,95.9,25.5,So,2022
Jacob Boonyasith,Wing G,UMBC,AE,14,25.9,4.1429,43,0.317,0.75,2.9,12.7,6.5,2,0.6,90.6,17.3,Sr,2022
Grehlon Easter,Combo G,Cal St. Bakersfield,BW,19,20.6,3.5238,53.1,0.393,0.75,3,7.8,9.3,2.5,0,114.9,15.5,Sr,2022
Amanze Ngumezi,Stretch 4,Jacksonville St.,OVC,23,38.1,8.72,56.5,0.383,0.727,9.2,13.6,9.1,0.6,4.4,108.8,25.2,Sr,2022
Tye Fagan,Wing G,Mississippi,SEC,25,54.8,9.2308,61.7,0.278,0.556,7.7,13.5,9.6,1.2,1.5,110.7,18.5,Sr,2022
Noah Locke,Wing G,Louisville,ACC,25,72.4,10.64,55.4,0.404,0.778,1.7,7.6,4.4,1.2,0.7,111.8,16.1,Sr,2022
Andrew Nembhard,Scoring PG,Gonzaga,WCC,32,74.4,9.1562,55.1,0.323,0.754,0.8,8,20.2,1.9,0.3,121.6,15.3,Sr,2022
Tyrone Lyons,Wing F,Southern,SWAC,19,65.2,8.6667,41.4,0.208,0.64,5.1,16.9,6.3,2.2,2.8,89.7,19.9,Sr,2022
Casmir Ochiaka,C,Loyola MD,Pat,5,5.5,2,28.6,0,0.667,9,21.2,0,1.5,0,89.3,17.5,Sr,2022
Christian Agnew,Wing G,UTEP,CUSA,18,38.6,6.1579,36.3,0.216,0.761,4.2,12.9,8.4,2.3,0.3,92.4,20,Sr,2022
Brady Heiman,C,South Dakota,Sum,13,14.4,1.2143,27.3,0,0.286,5.3,12.1,4.7,0.8,8.9,63.7,12.4,Jr,2022
Ryan Greer,Scoring PG,Northwestern,B10,22,30.1,2.7391,63.6,0.533,0.875,0.8,11.6,22.2,1,0.4,121.5,11.9,Sr,2022
Gabe Kalscheur,Wing G,Iowa St.,B12,21,54.8,9.2381,38.8,0.245,0.86,3.8,6.4,11.3,1.4,0.5,94.3,17.8,Sr,2022
Gabe Brown,Wing F,Michigan St.,B10,25,46,7.16,59.4,0.42,0.882,4.4,10.3,5.1,1.1,2.6,116.8,14.3,Sr,2022
Amir Harris,,George Washington,A10,11,20.8,,46.1,0.25,0.5,3.1,18.3,21,2.2,5.6,81.6,19.4,Jr,2022
Flo Thamba,C,Baylor,B12,30,38.8,3.6333,56.3,0,0.617,13.1,17.2,1.6,0.7,4.8,116.1,12.8,Sr,2022
Osun Osunniyi,C,St. Bonaventure,A10,21,85.7,10.7143,57.1,0,0.681,8.9,22.3,13.3,1.4,10.5,116.4,17.2,Sr,2022
Vince Williams Jr.,Wing G,VCU,A10,26,71.2,10.6154,52,0.413,0.793,4.8,15.9,15.1,2.1,0.9,108.6,19.6,Sr,2022
P.J. Byrd,Scoring PG,Southern,SWAC,27,33,2.7931,50.9,0.273,0.846,1.8,6.7,18.4,2.1,0.3,102.6,14.8,Sr,2022
Darius Beane,Wing G,Cal St. Northridge,BW,17,66.1,9.7059,36.7,0.226,0.653,5.5,11.5,15.9,2.6,1.6,86.7,23,Sr,2022
Jomaru Brown,Combo G,Eastern Kentucky,OVC,3,6,11.75,43.3,0.25,0.889,1.6,14.1,25.2,3.2,0,92.7,29.7,Sr,2022
Maros Zeliznak,C,Jacksonville St.,OVC,17,5.9,0.5789,40,0,0.2,17.8,14,5.8,3,5.7,88.5,15,Sr,2022
Cameron Tyson,Combo G,Seattle,WAC,18,13,6.1579,56.3,0.368,1,3.4,7,7.8,0.4,0,133,19.9,Jr,2022
Michael Meadows,Combo G,Portland,WCC,18,59.7,10.5263,51,0.371,0.884,3.2,5.1,15.2,1,0.2,111,18.2,Jr,2022
RayQuawndis Mitchell,Wing G,Illinois Chicago,Horz,16,51.2,8.3125,45.5,0.305,0.815,1.7,9.5,6.1,0.6,0.2,95.5,16.2,Sr,2022
Victor Ohia Obioha,C,Pepperdine,WCC,20,29.6,5.6,63.3,0,0.48,11.8,19.8,2,2.4,4.3,102.4,18.8,Sr,2022
Jackson Stormo,PF/C,Siena,MAAC,17,63.1,10.7647,65.9,0.5,0.698,9,16.5,12,1.1,3.5,115.9,20.9,Sr,2022
Gus Okafor,Wing F,Southeastern Louisiana,Slnd,25,75.3,12.44,41.3,0.313,0.663,7.1,17.5,7,2.2,0.9,88.2,23.8,Sr,2022
Ludovic Dufeal,PF/C,Gardner Webb,BSth,26,57.9,3.9231,55.3,0.174,0.643,6.4,15.2,6.2,0.9,8.7,113.8,10,Sr,2022
Rob Peterson III,Wing F,High Point,BSth,9,8.2,0.5556,9.1,0,0.5,9.8,10.7,8.9,1.5,0,41.7,17.7,Sr,2022
LJ Thorpe,Wing G,UNC Asheville,BSth,20,61.5,11.6,55,0.405,0.714,4.5,14.2,23.4,1.6,0.6,104.6,26.1,Sr,2022
Trevon Faulkner,Wing G,Northern Kentucky,Horz,25,83.1,16.68,45.3,0.275,0.795,7.9,12.2,15.3,2.7,0.1,105.6,28.3,Sr,2022
Adrian Nelson,PF/C,Northern Kentucky,Horz,25,71.8,8.4,68.8,0,0.444,13.6,27.2,4.5,2.1,2.3,124.7,14.3,Sr,2022
Braden Norris,Scoring PG,Loyola Chicago,MVC,29,78.4,8.4516,56.7,0.405,0.771,0.9,10.9,18.4,1.4,0.6,110.1,16,Jr,2022
Nick Honor,Scoring PG,Clemson,ACC,24,57.9,8.125,50.6,0.367,0.739,1.8,4.8,20.7,3.5,0.2,106.1,20,Jr,2022
Harrison Butler,Wing G,Southern Utah,BSky,19,59,8.9167,47.4,0.286,0.75,4.9,16.8,7.4,1.9,1,100.5,19.6,Sr,2022
Serrel Smith,Wing G,South Florida,Amer,23,59.1,7,39.7,0.25,0.824,2.1,9.8,9.2,2,0.2,94.2,17.8,Sr,2022
Sasha Stefanovic,Combo G,Purdue,B10,25,65,9.28,57.1,0.4,0.842,0.3,10.1,16.1,1.5,0.7,122.6,14.8,Sr,2022
Austin Rotroff,C,Duquesne,A10,12,13.1,1.75,50,0,0.5,4.6,10.7,2,0,3.7,80.5,15,Sr,2022
Richard Njoku,PF/C,Navy,Pat,15,47.8,7.6,65.4,0,0.571,10.9,11,4.1,2.4,3.2,116.7,15.9,Sr,2022
Jaylin Andrews,Wing G,Loyola MD,Pat,17,84.1,11.5882,48.2,0.224,0.704,5.5,11.1,12.1,2.2,0.4,105.6,18.3,Sr,2022
Kenneth Jones,Combo G,Loyola MD,Pat,13,38.5,5.1538,57.1,0.333,0.429,1.7,7.3,16.5,1.3,0.8,106.4,13.8,Sr,2022
Tray Maddox Jr.,Combo G,Cal St. Fullerton,BW,15,86.3,15.9375,55.9,0.418,0.667,0.4,8.2,13.5,1.2,0.4,106.6,22.2,Sr,2022
Christian Silva,Combo G,Navy,Pat,6,3.7,2.1667,81.3,0.6,0,4.3,9.5,8.2,4.4,0,145.6,15.2,Sr,2022
Malik Martin,Wing F,Rhode Island,A10,25,49.3,5.64,48.7,0.296,0.711,6.4,12.2,5.3,2,3.5,105.2,14.9,Sr,2022
Cooper Robb,Combo G,Eastern Kentucky,OVC,27,68.5,7.1379,43.6,0.336,0.667,4,8.3,12.1,3.4,0.6,99.3,15.6,Sr,2022
Brandon Younger,Wing F,Presbyterian,BSth,20,61.7,6.95,45.8,0.339,0.731,8.5,15.3,7.6,2.4,1.7,95.4,17,Sr,2022
Jaylen Sebree,Wing G,Morehead St.,OVC,23,22.1,2.44,45.8,0.238,0.4,6.3,13.1,10,3.5,2.7,81.5,18.1,Sr,2022
James Akinjo,Pure PG,Baylor,B12,26,86.5,15.5769,46.2,0.408,0.819,1,6.5,31.1,2.4,0,110.3,24.5,Sr,2022
Dravon Mangum,Wing F,Radford,BSth,24,64.9,9.3846,51.1,0.323,0.765,6.4,12.8,5,0.8,0.7,102.6,19.6,Jr,2022
Zep Jasper,Combo G,Auburn,SEC,17,80.1,15.5789,47.2,0.309,0.872,2.8,11.6,18.3,1.5,0.5,105.6,25.1,Sr,2022
Calvin Wishart,,UC Santa Barbara,BW,28,62.7,,54.8,0.368,0.714,0.8,9.2,17.4,2,0.7,102.7,17.2,Jr,2022
Elijah McCadden,Wing G,Georgia Southern,SB,21,69.3,10.2083,52.8,0.348,0.672,5,15.1,14.4,2.1,0.8,94.3,20.7,Sr,2022
Nelson Phillips,,Georgia St.,SB,28,52.8,,57,0.414,0.727,7.6,10.7,5.4,3,3.9,104.4,16.9,Jr,2022
Jared Bynum,Scoring PG,Providence,BE,17,43.1,5.7647,33.5,0.119,0.676,1,7.2,25,2.2,0.2,88.8,17.3,Jr,2022
Jake Wojcik,Combo G,Fairfield,MAAC,21,63.7,13.4762,50.5,0.382,0.854,1.7,10.4,14,1.1,0.2,109.8,21.1,Sr,2022
Souleymane Koureissi,Wing F,Richmond,A10,22,24,2.6087,56.8,0.4,0.52,3.5,14,4.9,1.9,4.8,91.4,15.7,Sr,2022
Andre Gustavson,Wing G,Richmond,A10,17,33.2,4.3889,55.9,0.292,0.722,4.2,11,6.4,1,2.3,106.6,13.1,Sr,2022
Matt Grace,Stretch 4,Richmond,A10,22,28.1,3.2609,61.1,0.344,0.786,3,6,13.2,0.7,2.3,131.2,12.2,Sr,2022
Sy Chatman,PF/C,Illinois St.,MVC,4,4.4,4.8,33.3,0,0.4,0,8,9.1,1.4,2.7,74.1,20.9,Sr,2022
Omar Silverio,Wing G,Hofstra,CAA,13,22.1,4.8462,44.1,0.294,0.786,2.2,6.7,8.2,1.7,0.5,92.2,18.3,Sr,2022
Tre Wood,Combo G,LIU Brooklyn,NEC,17,48.1,4.1176,29.6,0.048,0.474,3.4,9.3,18,1.9,0,61.6,21,Jr,2022
Samba Diallo,Wing F,Manhattan,MAAC,19,59.6,6.6316,43.3,0.2,0.706,7.6,18.5,8.6,2.8,0.5,87.8,17.6,Sr,2022
Michael Devoe,Combo G,Georgia Tech,ACC,26,85.4,15.0385,55.4,0.4,0.753,2.4,13.3,18.3,2.2,0.9,105.9,23.3,Sr,2022
Diego Willis,Wing G,Stephen F. Austin,WAC,19,53.4,5.9474,41,0.25,0.795,4.5,14,8.9,1.7,0,102.8,16.2,Sr,2022
Joey Baker,Wing G,Duke,ACC,23,27.3,2.8696,42.3,0.308,0.75,3,9,5.4,1.7,2.4,83.2,16.4,Sr,2022
Blake Preston,C,Liberty,ASun,25,46.4,8.9655,58.3,0,0.671,13.9,28.2,15.2,1.6,3,120.3,26.3,Jr,2022
Myles Dread,Wing G,Penn St.,B10,23,55.2,7.3478,50.3,0.346,0.75,1.5,8.3,8.4,1.5,1.5,105.7,14.9,Sr,2022
Ryan Young,PF/C,Northwestern,B10,23,47.2,7.75,58.2,0.5,0.729,10.5,18.2,14.7,1.4,2.8,110,22.3,Jr,2022
Miller Kopp,Wing G,Indiana,B10,23,78.7,11.25,45.9,0.32,0.828,1.9,9.2,7.4,1.9,0.3,94,19.1,Sr,2022
Luther Muhammad,,Arizona St.,P12,30,60.6,,48.8,0.347,0.85,2.3,8,9.9,2.4,0.3,108,15,Jr,2022
Pete Nance,Stretch 4,Northwestern,B10,23,69.2,11.125,54.5,0.344,0.771,3.5,24.6,14,1.3,3.1,105.6,20.3,Sr,2022
Justin Ahrens,Wing G,Ohio St.,B10,31,45.2,5.7097,63.4,0.425,0.7,1.3,10.3,3.5,1.7,1.4,125,12.1,Sr,2022
Myreon Jones,Combo G,Florida,SEC,25,75,15.28,48.8,0.395,0.773,2.7,7.9,14.6,2.4,0.5,111.4,24,Sr,2022
John Knight III,Scoring PG,Southern Utah,BSky,19,83.5,14.3913,55.6,0.2,0.682,4,10.3,28.5,2.5,2.2,112.4,24.7,Sr,2022
Jules Bernard,Wing F,UCLA,P12,32,70.6,10.2812,51.6,0.396,0.744,6,15.8,10.4,1,0.6,112.5,19,Sr,2022
Kyle Lofton,Scoring PG,St. Bonaventure,A10,21,96,14.381,45,0.24,0.813,2,8.3,27.6,2.2,0.3,106.8,23.1,Sr,2022
Kenneth Nwuba,C,UCLA,P12,18,8.1,0.1111,14.3,0,0,9.3,10.4,0,0.6,4.4,52.7,7.4,Jr,2022
Ben Harvey,Wing G,Southern Illinois,MVC,25,58,9.6923,50.8,0.384,0.787,1.8,17.8,14.2,1.8,0.6,98.7,23.5,Jr,2022
Jordan McCabe,Scoring PG,UNLV,MWC,28,26,2.1786,37.1,0.212,0.818,1.4,10.6,20.3,2.6,0,87.8,15.5,Sr,2022
Emmitt Matthews Jr.,Wing G,Washington,P12,29,63.9,7.7241,44.4,0.3,0.766,6.7,10.4,7.5,1.3,1.8,101.9,16.6,Sr,2022
Austin Fadal,PF/C,Eastern Washington,BSky,3,1,0,0,0,0,0,0,0,0,0,0,10.9,Jr,2022
Francisco Caffaro,C,Virginia,ACC,17,11.6,1.1765,50,0,0.8,10.8,12.7,3,0,1,102.6,13.7,Jr,2022
Brendan Thiele,,Army,Pat,7,1.4,,100,0,0.333,7.5,7,0,0,0,124,8.4,Jr,2022
Cameron Copeland,Wing F,Austin Peay,OVC,17,37.1,5.5789,56.8,0.36,0.818,1.9,18.6,4.9,1.2,1,110.1,16.3,Sr,2022
Carter Hendricksen,Wing G,North Florida,ASun,16,61.1,14.875,48.3,0.35,0.765,3.5,13.5,11.5,1.6,0.6,101.6,24.9,Sr,2022
Dorian James,Wing F,North Florida,ASun,14,43.7,8.375,56,0.25,0.806,3.6,16.7,12,1.1,3.1,106.3,17,Jr,2022
Trevante Anderson,Pure PG,Idaho,BSky,4,1.6,1.25,50,0,0.75,0,0,21.4,0,0,146.8,13.8,Sr,2022
Dan Fotu,Wing F,Saint Mary's,WCC,24,59.4,8.4167,50,0.316,0.745,5.8,19.8,4.6,1.8,1.6,104.9,19.4,Sr,2022
Matthias Tass,Wing F,Saint Mary's,WCC,24,73.1,10.875,51.4,0.211,0.617,5.9,16.4,13.3,1.5,2.9,100.5,22.4,Sr,2022
Quinn Clinton,Wing G,Saint Mary's,WCC,22,28.6,3.7273,50,0.361,0.75,0.9,11.9,5.2,1.5,0,99.5,16.1,Jr,2022
Dane Goodwin,Wing G,Notre Dame,ACC,26,83.4,11.8462,50.6,0.352,0.862,3,13.9,9.4,0.9,0.6,109,18.3,Sr,2022
Malik Jefferson,C,Mount St. Mary's,NEC,23,62.3,8,57,0,0.484,15.2,20.7,3.2,0.2,3.3,101.1,20.1,Sr,2022
Dee Barnes,Wing G,Southern Utah,BSky,6,4.4,5.3,41.7,0.2,0.6,3.4,3.4,0,1.7,0,102.1,18.6,Sr,2022
Chidozie Collin Nnamene,C,Morgan St.,MEAC,1,0.1,0,0,0,0,118.9,0,0,0,0,40.7,20,Sr,2022
Kris Wooten,Combo G,Elon,CAA,10,29.9,5.8182,53.8,0.372,0,0.5,6.2,6.6,1.1,0,101.5,13.7,Sr,2022
Bryce Washington,,Penn,Ivy,8,7.8,,41.9,0.222,0,5.6,15.5,4.6,2.8,0,73.4,23.5,Jr,2022
Anthony Crump,Wing F,Northern Illinois,MAC,17,50.1,4.4118,37.2,0.313,0.348,4,15.6,7.6,1.2,0.6,64.9,18.2,Sr,2022
Kyle Colvin,,Cal Poly,BW,24,42.5,,43.9,0.349,0.75,3.8,16.6,6.1,1.3,0.2,88.3,18.5,So,2022
Elijah Harkless,Wing G,Oklahoma,B12,23,60.2,8.087,47.5,0.321,0.635,3.6,17.8,14.5,3.9,1,93.7,18.5,Sr,2022
Darius Brown II,Scoring PG,Cal St. Northridge,BW,21,86,10.5455,54,0.354,0.722,2.8,13.7,29.4,3.3,0.3,117.6,17.1,Sr,2022
Brendan Harrick,Wing G,Cal St. Northridge,BW,21,41.3,4,38.4,0.284,0.909,2.5,8.4,6.3,0.3,1,80.3,16.3,Jr,2022
James Manns,Stretch 4,Wright St.,Horz,15,9.4,3.2,54.3,0.444,0.769,5.1,21.8,7.7,0.6,0,112.9,23,Sr,2022
Jeameril Wilson,Wing F,Lehigh,Pat,13,55.4,8.5385,50.5,0.37,0.577,4.6,17.1,14.5,1.2,0.3,98.8,18.9,Sr,2022
Tyrone Perry,Combo G,Lafayette,Pat,14,71.3,8.2857,50,0.36,0.8,3,9.7,13.4,2.2,0.4,106.7,14.3,Sr,2022
Sean Good,C,Lafayette,Pat,14,25.3,1.8571,58.8,0,0.6,7.7,20.9,9.7,1.1,8,111.1,10.8,Sr,2022
DeAndre Williams,Wing F,Memphis,Amer,21,48.9,11.6667,54,0.455,0.692,9.7,14.8,26.4,4.7,2.4,104.3,25.2,Sr,2022
Nic Lynch,PF/C,Lehigh,Pat,15,59.8,12.1333,49.7,0.5,0.719,7,14.5,6.5,0.5,2.9,102.6,24.8,Sr,2022
Blake Harris,Combo G,North Carolina A&T,MEAC,16,43,8.6667,41.3,0.364,0.846,2.5,10.6,16.3,2.7,0,82.7,28.4,Sr,2022
Trey McGowens,Combo G,Nebraska,B10,26,71.3,10.7407,45.3,0.382,0.663,1.9,13.1,16.8,2.7,0.6,90.1,22.7,Sr,2022
LaDarius Marshall,PF/C,Alcorn St.,SWAC,22,30.9,4.6818,59.1,0,0.568,13.3,17.8,4.7,2.3,5.3,112.3,16.8,Sr,2022
Kristian Sjolund,Stretch 4,Portland,WCC,20,34.2,5.087,72.7,0.519,0.8,2.3,16.3,5,0.2,2.6,139.1,11.8,Jr,2022
Kameron Gibson,Wing G,Vermont,AE,16,30,6.0625,53.5,0.397,0.75,1.9,9.9,8,0.7,0.4,104.5,15.3,Sr,2022
Jake Stephens,PF/C,VMI,SC,22,83.3,15.5417,52.4,0.3,0.817,4.5,21.2,19.4,0.9,5.4,111,24.8,Sr,2022
Ryan Larson,Combo G,Wofford,SC,21,62.5,5.8571,55.9,0.455,0.643,1.3,19,21.5,2.6,0.6,106.9,14.7,Sr,2022
Isaiah Bigelow,,Wofford,SC,33,36,,48.8,0.326,0.8,3.5,23.3,5.1,1,3.6,101.9,17.1,Jr,2022
Messiah Jones,Wing F,Wofford,SC,18,44.3,10.3,65.2,0.25,0.568,13.2,12.8,12.1,2.3,3.1,118.9,22.4,Jr,2022
Kris Monroe,Stretch 4,North Carolina Central,MEAC,14,7.8,1.1429,30,0.167,0.333,6.8,6.9,6.6,0.7,3.8,79.3,16,Sr,2022
SK Shittu,PF/C,Central Arkansas,Slnd,20,39,4.9048,56.2,0.533,0.813,7.8,22.5,3.8,0.8,2.2,93.4,14.8,Sr,2022
Jericole Hellems,Wing F,North Carolina St.,ACC,25,78.5,12.92,51.3,0.378,0.771,5.6,13.9,10.5,1.9,0.8,105.6,21.9,Sr,2022
Tyrese Martin,Wing F,Connecticut,BE,22,71.7,10.3182,48.2,0.32,0.672,11,17.2,6.6,2,2,109.3,19,Sr,2022
Jamal Hartwell II,Combo G,George Mason,A10,21,44.5,5.4091,50.5,0.368,0.889,0.8,8,11.2,1.2,0,109.2,15.1,Sr,2022
Jordan Miller,Wing G,Miami FL,ACC,19,73.4,15.75,51.2,0.343,0.776,7.7,13.2,13.3,1.7,1.2,109.6,24.2,Sr,2022
Berrick JeanLouis,Wing G,Iona,MAAC,18,78.1,8.1111,55.1,0.37,0.567,5.5,14.4,10.6,4.1,4.7,102.1,14.6,Sr,2022
Elijah McNamara,C,Miami OH,MAC,22,27.2,3.6522,42.9,0,0.563,7.6,12.4,9.2,0.7,6.8,91.8,22.2,Sr,2022
Mekhi Lairy,Scoring PG,Miami OH,MAC,22,76.7,12.7826,51.8,0.408,0.8,2.2,8.3,21.2,1.7,0.5,107.6,22.7,Sr,2022
Myja White,Wing G,Miami OH,MAC,21,56.4,5.9091,55.1,0.418,0.882,1.1,9,6.5,0.9,0,114.9,11.7,Jr,2022
Anthony Roberts,Combo G,Stony Brook,AE,3,7.6,5.3333,28.3,0.167,0.75,9.1,5.3,22.7,1.9,2,76.6,25.8,Sr,2022
DeAndre Gholston,Wing G,Milwaukee,Horz,22,81,16.7727,51.9,0.374,0.802,1.8,16.1,8.6,1.9,1.1,104.4,24,Sr,2022
Malik Miller,Wing G,Morgan St.,MEAC,19,71.6,12.0909,52.2,0.318,0.712,7.9,20.7,14.8,3.1,3.2,102.8,20.6,Sr,2022
Tajion Jones,Wing G,UNC Asheville,BSth,20,82.5,15.9,62.5,0.425,0.651,3.2,10.4,5,1.4,1.8,122.9,18.5,Sr,2022
Brock Cunningham,Wing F,Texas,B12,25,34.8,1.6,37.2,0.25,0.556,8.9,13.7,9.1,3.2,1.9,98.4,9.5,Jr,2022
Aleks Novakovich,Stretch 4,Delaware,CAA,9,24.8,3.8,46.3,0.318,0.6,7,14,1.4,0.9,0,83.3,14.2,Jr,2022
Raymond Bethea Jr.,Wing G,Hampton,BSth,19,31.6,4.2105,43.8,0.174,0.706,4.3,12.7,6.5,2.5,2.1,97,15.3,Sr,2022
Spencer Rodgers,Combo G,Kennesaw St.,ASun,21,84,16.2917,49.1,0.36,0.776,0.5,12.7,14.7,1.7,0.5,96.3,25.9,Sr,2022
Au'Diese Toney,Wing G,Arkansas,SEC,16,63.6,14.375,51.8,0.34,0.667,7.2,11.9,13.4,2.1,0.4,106.6,21.7,Sr,2022
